"","zone","forcasttime","forcastcount"
"1497","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 09:00:00,2
"1498","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 10:00:00,2
"1499","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 11:00:00,2
"1500","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 12:00:00,2
"1501","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 13:00:00,2
"1502","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 14:00:00,2
"1503","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 15:00:00,2
"1504","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 16:00:00,2
"1505","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 17:00:00,2
"1506","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 18:00:00,2
"1507","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 19:00:00,2
"1508","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 20:00:00,2
"1509","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 21:00:00,2
"1510","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 22:00:00,2
"1511","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 23:00:00,2
"1512","Georgetown-Marine Park-Bergen Beach-Mill Basin",2014-07-01 02:00:00,2
"1513","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 00:00:00,2
"1514","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 01:00:00,2
"1515","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 03:00:00,2
"1516","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 04:00:00,2
"1517","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 05:00:00,2
"1518","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 06:00:00,2
"1519","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 07:00:00,2
"1520","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 08:00:00,2
"1521","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 09:00:00,2
"1522","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 10:00:00,2
"1523","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 11:00:00,2
"1524","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 12:00:00,2
"1525","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 13:00:00,2
"1526","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 14:00:00,2
"1527","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 15:00:00,2
"1528","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 16:00:00,2
"1529","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 17:00:00,2
"1530","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 18:00:00,2
"1531","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 19:00:00,2
"1532","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 20:00:00,2
"1533","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 21:00:00,2
"1534","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 22:00:00,2
"1535","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 23:00:00,2
"1536","Glen Oaks-Floral Park-New Hyde Park",2014-07-01 02:00:00,2
"1537","Glendale",2014-07-01 00:00:00,2
"1538","Glendale",2014-07-01 01:00:00,2
"1539","Glendale",2014-07-01 03:00:00,2
"1540","Glendale",2014-07-01 04:00:00,2
"1541","Glendale",2014-07-01 05:00:00,2
"1542","Glendale",2014-07-01 06:00:00,2
"1543","Glendale",2014-07-01 07:00:00,2
"1544","Glendale",2014-07-01 08:00:00,2
"1545","Glendale",2014-07-01 09:00:00,2
"1546","Glendale",2014-07-01 10:00:00,2
"1547","Glendale",2014-07-01 11:00:00,2
"1548","Glendale",2014-07-01 12:00:00,2
"1549","Glendale",2014-07-01 13:00:00,2
"1550","Glendale",2014-07-01 14:00:00,2
"1551","Glendale",2014-07-01 15:00:00,2
"1552","Glendale",2014-07-01 16:00:00,2
"1553","Glendale",2014-07-01 17:00:00,2
"1554","Glendale",2014-07-01 18:00:00,2
"1555","Glendale",2014-07-01 19:00:00,2
"1556","Glendale",2014-07-01 20:00:00,2
"1557","Glendale",2014-07-01 21:00:00,2
"1558","Glendale",2014-07-01 22:00:00,2
"1559","Glendale",2014-07-01 23:00:00,2
"1560","Glendale",2014-07-01 02:00:00,2
"1561","Gramercy",2014-07-01 00:00:00,9
"1562","Gramercy",2014-07-01 01:00:00,7
"1563","Gramercy",2014-07-01 03:00:00,7
"1564","Gramercy",2014-07-01 04:00:00,7
"1565","Gramercy",2014-07-01 05:00:00,12
"1566","Gramercy",2014-07-01 06:00:00,10
"1567","Gramercy",2014-07-01 07:00:00,22
"1568","Gramercy",2014-07-01 08:00:00,31
"1569","Gramercy",2014-07-01 09:00:00,27
"1570","Gramercy",2014-07-01 10:00:00,19
"1571","Gramercy",2014-07-01 11:00:00,10
"1572","Gramercy",2014-07-01 12:00:00,15
"1573","Gramercy",2014-07-01 13:00:00,13
"1574","Gramercy",2014-07-01 14:00:00,14
"1575","Gramercy",2014-07-01 15:00:00,20
"1576","Gramercy",2014-07-01 16:00:00,17
"1577","Gramercy",2014-07-01 17:00:00,13
"1578","Gramercy",2014-07-01 18:00:00,39
"1579","Gramercy",2014-07-01 19:00:00,13
"1580","Gramercy",2014-07-01 20:00:00,16
"1581","Gramercy",2014-07-01 21:00:00,27
"1582","Gramercy",2014-07-01 22:00:00,16
"1583","Gramercy",2014-07-01 23:00:00,8
"1584","Gramercy",2014-07-01 02:00:00,7
"1585","Gravesend",2014-07-01 00:00:00,2
"1586","Gravesend",2014-07-01 01:00:00,2
"1587","Gravesend",2014-07-01 03:00:00,2
"1588","Gravesend",2014-07-01 04:00:00,2
"1589","Gravesend",2014-07-01 05:00:00,2
"1590","Gravesend",2014-07-01 06:00:00,2
"1591","Gravesend",2014-07-01 07:00:00,2
"1592","Gravesend",2014-07-01 08:00:00,2
"1593","Gravesend",2014-07-01 09:00:00,2
"1594","Gravesend",2014-07-01 10:00:00,2
"1595","Gravesend",2014-07-01 11:00:00,2
"1596","Gravesend",2014-07-01 12:00:00,2
"1597","Gravesend",2014-07-01 13:00:00,2
"1598","Gravesend",2014-07-01 14:00:00,2
"1599","Gravesend",2014-07-01 15:00:00,2
"1600","Gravesend",2014-07-01 16:00:00,2
"1601","Gravesend",2014-07-01 17:00:00,2
"1602","Gravesend",2014-07-01 18:00:00,2
"1603","Gravesend",2014-07-01 19:00:00,2
"1604","Gravesend",2014-07-01 20:00:00,2
"1605","Gravesend",2014-07-01 21:00:00,2
"1606","Gravesend",2014-07-01 22:00:00,2
"1607","Gravesend",2014-07-01 23:00:00,2
"1608","Gravesend",2014-07-01 02:00:00,2
"1609","Greenpoint",2014-07-01 00:00:00,5
"1610","Greenpoint",2014-07-01 01:00:00,5
"1611","Greenpoint",2014-07-01 03:00:00,5
"1612","Greenpoint",2014-07-01 04:00:00,4
"1613","Greenpoint",2014-07-01 05:00:00,5
"1614","Greenpoint",2014-07-01 06:00:00,5
"1615","Greenpoint",2014-07-01 07:00:00,6
"1616","Greenpoint",2014-07-01 08:00:00,9
"1617","Greenpoint",2014-07-01 09:00:00,8
"1618","Greenpoint",2014-07-01 10:00:00,9
"1619","Greenpoint",2014-07-01 11:00:00,9
"1620","Greenpoint",2014-07-01 12:00:00,7
"1621","Greenpoint",2014-07-01 13:00:00,6
"1622","Greenpoint",2014-07-01 14:00:00,6
"1623","Greenpoint",2014-07-01 15:00:00,6
"1624","Greenpoint",2014-07-01 16:00:00,7
"1625","Greenpoint",2014-07-01 17:00:00,7
"1626","Greenpoint",2014-07-01 18:00:00,8
"1627","Greenpoint",2014-07-01 19:00:00,7
"1628","Greenpoint",2014-07-01 20:00:00,6
"1629","Greenpoint",2014-07-01 21:00:00,6
"1630","Greenpoint",2014-07-01 22:00:00,9
"1631","Greenpoint",2014-07-01 23:00:00,6
"1632","Greenpoint",2014-07-01 02:00:00,5
"1633","Hamilton Heights",2014-07-01 00:00:00,2
"1634","Hamilton Heights",2014-07-01 01:00:00,2
"1635","Hamilton Heights",2014-07-01 03:00:00,2
"1636","Hamilton Heights",2014-07-01 04:00:00,2
"1637","Hamilton Heights",2014-07-01 05:00:00,2
"1638","Hamilton Heights",2014-07-01 06:00:00,3
"1639","Hamilton Heights",2014-07-01 07:00:00,3
"1640","Hamilton Heights",2014-07-01 08:00:00,3
"1641","Hamilton Heights",2014-07-01 09:00:00,3
"1642","Hamilton Heights",2014-07-01 10:00:00,3
"1643","Hamilton Heights",2014-07-01 11:00:00,3
"1644","Hamilton Heights",2014-07-01 12:00:00,3
"1645","Hamilton Heights",2014-07-01 13:00:00,3
"1646","Hamilton Heights",2014-07-01 14:00:00,3
"1647","Hamilton Heights",2014-07-01 15:00:00,2
"1648","Hamilton Heights",2014-07-01 16:00:00,2
"1649","Hamilton Heights",2014-07-01 17:00:00,2
"1650","Hamilton Heights",2014-07-01 18:00:00,2
"1651","Hamilton Heights",2014-07-01 19:00:00,2
"1652","Hamilton Heights",2014-07-01 20:00:00,2
"1653","Hamilton Heights",2014-07-01 21:00:00,3
"1654","Hamilton Heights",2014-07-01 22:00:00,3
"1655","Hamilton Heights",2014-07-01 23:00:00,3
"1656","Hamilton Heights",2014-07-01 02:00:00,2
"1657","Highbridge",2014-07-01 00:00:00,5
"1658","Highbridge",2014-07-01 01:00:00,5
"1659","Highbridge",2014-07-01 03:00:00,5
"1660","Highbridge",2014-07-01 04:00:00,5
"1661","Highbridge",2014-07-01 05:00:00,5
"1662","Highbridge",2014-07-01 06:00:00,5
"1663","Highbridge",2014-07-01 07:00:00,5
"1664","Highbridge",2014-07-01 08:00:00,5
"1665","Highbridge",2014-07-01 09:00:00,5
"1666","Highbridge",2014-07-01 10:00:00,5
"1667","Highbridge",2014-07-01 11:00:00,5
"1668","Highbridge",2014-07-01 12:00:00,5
"1669","Highbridge",2014-07-01 13:00:00,5
"1670","Highbridge",2014-07-01 14:00:00,5
"1671","Highbridge",2014-07-01 15:00:00,5
"1672","Highbridge",2014-07-01 16:00:00,5
"1673","Highbridge",2014-07-01 17:00:00,5
"1674","Highbridge",2014-07-01 18:00:00,5
"1675","Highbridge",2014-07-01 19:00:00,5
"1676","Highbridge",2014-07-01 20:00:00,5
"1677","Highbridge",2014-07-01 21:00:00,5
"1678","Highbridge",2014-07-01 22:00:00,5
"1679","Highbridge",2014-07-01 23:00:00,5
"1680","Highbridge",2014-07-01 02:00:00,5
"1681","Homecrest",2014-07-01 00:00:00,2
"1682","Homecrest",2014-07-01 01:00:00,2
"1683","Homecrest",2014-07-01 03:00:00,2
"1684","Homecrest",2014-07-01 04:00:00,2
"1685","Homecrest",2014-07-01 05:00:00,2
"1686","Homecrest",2014-07-01 06:00:00,2
"1687","Homecrest",2014-07-01 07:00:00,2
"1688","Homecrest",2014-07-01 08:00:00,2
"1689","Homecrest",2014-07-01 09:00:00,2
"1690","Homecrest",2014-07-01 10:00:00,2
"1691","Homecrest",2014-07-01 11:00:00,2
"1692","Homecrest",2014-07-01 12:00:00,2
"1693","Homecrest",2014-07-01 13:00:00,2
"1694","Homecrest",2014-07-01 14:00:00,2
"1695","Homecrest",2014-07-01 15:00:00,2
"1696","Homecrest",2014-07-01 16:00:00,2
"1697","Homecrest",2014-07-01 17:00:00,2
"1698","Homecrest",2014-07-01 18:00:00,2
"1699","Homecrest",2014-07-01 19:00:00,2
"1700","Homecrest",2014-07-01 20:00:00,2
"1701","Homecrest",2014-07-01 21:00:00,2
"1702","Homecrest",2014-07-01 22:00:00,2
"1703","Homecrest",2014-07-01 23:00:00,2
"1704","Homecrest",2014-07-01 02:00:00,2
"1705","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 00:00:00,34
"1706","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 01:00:00,37
"1707","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 03:00:00,17
"1708","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 04:00:00,28
"1709","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 05:00:00,31
"1710","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 06:00:00,29
"1711","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 07:00:00,78
"1712","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 08:00:00,102
"1713","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 09:00:00,69
"1714","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 10:00:00,76
"1715","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 11:00:00,98
"1716","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 12:00:00,65
"1717","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 13:00:00,106
"1718","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 14:00:00,167
"1719","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 15:00:00,204
"1720","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 16:00:00,196
"1721","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 17:00:00,127
"1722","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 18:00:00,199
"1723","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 19:00:00,127
"1724","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 20:00:00,124
"1725","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 21:00:00,154
"1726","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 22:00:00,90
"1727","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 23:00:00,77
"1728","Hudson Yards-Chelsea-Flatiron-Union Square",2014-07-01 02:00:00,16
"1729","Hunters Point-Sunnyside-West Maspeth",2014-07-01 00:00:00,6
"1730","Hunters Point-Sunnyside-West Maspeth",2014-07-01 01:00:00,6
"1731","Hunters Point-Sunnyside-West Maspeth",2014-07-01 03:00:00,6
"1732","Hunters Point-Sunnyside-West Maspeth",2014-07-01 04:00:00,5
"1733","Hunters Point-Sunnyside-West Maspeth",2014-07-01 05:00:00,6
"1734","Hunters Point-Sunnyside-West Maspeth",2014-07-01 06:00:00,6
"1735","Hunters Point-Sunnyside-West Maspeth",2014-07-01 07:00:00,5
"1736","Hunters Point-Sunnyside-West Maspeth",2014-07-01 08:00:00,7
"1737","Hunters Point-Sunnyside-West Maspeth",2014-07-01 09:00:00,8
"1738","Hunters Point-Sunnyside-West Maspeth",2014-07-01 10:00:00,11
"1739","Hunters Point-Sunnyside-West Maspeth",2014-07-01 11:00:00,8
"1740","Hunters Point-Sunnyside-West Maspeth",2014-07-01 12:00:00,6
"1741","Hunters Point-Sunnyside-West Maspeth",2014-07-01 13:00:00,6
"1742","Hunters Point-Sunnyside-West Maspeth",2014-07-01 14:00:00,8
"1743","Hunters Point-Sunnyside-West Maspeth",2014-07-01 15:00:00,8
"1744","Hunters Point-Sunnyside-West Maspeth",2014-07-01 16:00:00,6
"1745","Hunters Point-Sunnyside-West Maspeth",2014-07-01 17:00:00,5
"1746","Hunters Point-Sunnyside-West Maspeth",2014-07-01 18:00:00,6
"1747","Hunters Point-Sunnyside-West Maspeth",2014-07-01 19:00:00,12
"1748","Hunters Point-Sunnyside-West Maspeth",2014-07-01 20:00:00,10
"1749","Hunters Point-Sunnyside-West Maspeth",2014-07-01 21:00:00,7
"1750","Hunters Point-Sunnyside-West Maspeth",2014-07-01 22:00:00,7
"1751","Hunters Point-Sunnyside-West Maspeth",2014-07-01 23:00:00,6
"1752","Hunters Point-Sunnyside-West Maspeth",2014-07-01 02:00:00,6
"1753","Hunts Point",2014-07-01 00:00:00,2
"1754","Hunts Point",2014-07-01 01:00:00,2
"1755","Hunts Point",2014-07-01 03:00:00,2
"1756","Hunts Point",2014-07-01 04:00:00,2
"1757","Hunts Point",2014-07-01 05:00:00,2
"1758","Hunts Point",2014-07-01 06:00:00,2
"1759","Hunts Point",2014-07-01 07:00:00,2
"1760","Hunts Point",2014-07-01 08:00:00,2
"1761","Hunts Point",2014-07-01 09:00:00,2
"1762","Hunts Point",2014-07-01 10:00:00,2
"1763","Hunts Point",2014-07-01 11:00:00,2
"1764","Hunts Point",2014-07-01 12:00:00,2
"1765","Hunts Point",2014-07-01 13:00:00,2
"1766","Hunts Point",2014-07-01 14:00:00,2
"1767","Hunts Point",2014-07-01 15:00:00,2
"1768","Hunts Point",2014-07-01 16:00:00,2
"1769","Hunts Point",2014-07-01 17:00:00,2
"1770","Hunts Point",2014-07-01 18:00:00,2
"1771","Hunts Point",2014-07-01 19:00:00,2
"1772","Hunts Point",2014-07-01 20:00:00,2
"1773","Hunts Point",2014-07-01 21:00:00,2
"1774","Hunts Point",2014-07-01 22:00:00,2
"1775","Hunts Point",2014-07-01 23:00:00,2
"1776","Hunts Point",2014-07-01 02:00:00,2
"1777","Jackson Heights",2014-07-01 00:00:00,3
"1778","Jackson Heights",2014-07-01 01:00:00,3
"1779","Jackson Heights",2014-07-01 03:00:00,3
"1780","Jackson Heights",2014-07-01 04:00:00,3
"1781","Jackson Heights",2014-07-01 05:00:00,3
"1782","Jackson Heights",2014-07-01 06:00:00,3
"1783","Jackson Heights",2014-07-01 07:00:00,3
"1784","Jackson Heights",2014-07-01 08:00:00,3
"1785","Jackson Heights",2014-07-01 09:00:00,3
"1786","Jackson Heights",2014-07-01 10:00:00,3
"1787","Jackson Heights",2014-07-01 11:00:00,3
"1788","Jackson Heights",2014-07-01 12:00:00,3
"1789","Jackson Heights",2014-07-01 13:00:00,3
"1790","Jackson Heights",2014-07-01 14:00:00,3
"1791","Jackson Heights",2014-07-01 15:00:00,3
"1792","Jackson Heights",2014-07-01 16:00:00,3
"1793","Jackson Heights",2014-07-01 17:00:00,3
"1794","Jackson Heights",2014-07-01 18:00:00,3
"1795","Jackson Heights",2014-07-01 19:00:00,3
"1796","Jackson Heights",2014-07-01 20:00:00,3
"1797","Jackson Heights",2014-07-01 21:00:00,3
"1798","Jackson Heights",2014-07-01 22:00:00,3
"1799","Jackson Heights",2014-07-01 23:00:00,3
"1800","Jackson Heights",2014-07-01 02:00:00,3
"1801","Jamaica",2014-07-01 00:00:00,3
"1802","Jamaica",2014-07-01 01:00:00,3
"1803","Jamaica",2014-07-01 03:00:00,3
"1804","Jamaica",2014-07-01 04:00:00,3
"1805","Jamaica",2014-07-01 05:00:00,3
"1806","Jamaica",2014-07-01 06:00:00,3
"1807","Jamaica",2014-07-01 07:00:00,3
"1808","Jamaica",2014-07-01 08:00:00,3
"1809","Jamaica",2014-07-01 09:00:00,3
"1810","Jamaica",2014-07-01 10:00:00,3
"1811","Jamaica",2014-07-01 11:00:00,3
"1812","Jamaica",2014-07-01 12:00:00,3
"1813","Jamaica",2014-07-01 13:00:00,3
"1814","Jamaica",2014-07-01 14:00:00,3
"1815","Jamaica",2014-07-01 15:00:00,3
"1816","Jamaica",2014-07-01 16:00:00,3
"1817","Jamaica",2014-07-01 17:00:00,3
"1818","Jamaica",2014-07-01 18:00:00,3
"1819","Jamaica",2014-07-01 19:00:00,3
"1820","Jamaica",2014-07-01 20:00:00,3
"1821","Jamaica",2014-07-01 21:00:00,3
"1822","Jamaica",2014-07-01 22:00:00,3
"1823","Jamaica",2014-07-01 23:00:00,3
"1824","Jamaica",2014-07-01 02:00:00,3
"1825","Jamaica Estates-Holliswood",2014-07-01 00:00:00,2
"1826","Jamaica Estates-Holliswood",2014-07-01 01:00:00,2
"1827","Jamaica Estates-Holliswood",2014-07-01 03:00:00,2
"1828","Jamaica Estates-Holliswood",2014-07-01 04:00:00,2
"1829","Jamaica Estates-Holliswood",2014-07-01 05:00:00,2
"1830","Jamaica Estates-Holliswood",2014-07-01 06:00:00,2
"1831","Jamaica Estates-Holliswood",2014-07-01 07:00:00,2
"1832","Jamaica Estates-Holliswood",2014-07-01 08:00:00,2
"1833","Jamaica Estates-Holliswood",2014-07-01 09:00:00,2
"1834","Jamaica Estates-Holliswood",2014-07-01 10:00:00,2
"1835","Jamaica Estates-Holliswood",2014-07-01 11:00:00,2
"1836","Jamaica Estates-Holliswood",2014-07-01 12:00:00,2
"1837","Jamaica Estates-Holliswood",2014-07-01 13:00:00,2
"1838","Jamaica Estates-Holliswood",2014-07-01 14:00:00,2
"1839","Jamaica Estates-Holliswood",2014-07-01 15:00:00,2
"1840","Jamaica Estates-Holliswood",2014-07-01 16:00:00,2
"1841","Jamaica Estates-Holliswood",2014-07-01 17:00:00,2
"1842","Jamaica Estates-Holliswood",2014-07-01 18:00:00,2
"1843","Jamaica Estates-Holliswood",2014-07-01 19:00:00,2
"1844","Jamaica Estates-Holliswood",2014-07-01 20:00:00,2
"1845","Jamaica Estates-Holliswood",2014-07-01 21:00:00,2
"1846","Jamaica Estates-Holliswood",2014-07-01 22:00:00,2
"1847","Jamaica Estates-Holliswood",2014-07-01 23:00:00,2
"1848","Jamaica Estates-Holliswood",2014-07-01 02:00:00,2
"1849","Kensington-Ocean Parkway",2014-07-01 00:00:00,2
"1850","Kensington-Ocean Parkway",2014-07-01 01:00:00,2
"1851","Kensington-Ocean Parkway",2014-07-01 03:00:00,2
"1852","Kensington-Ocean Parkway",2014-07-01 04:00:00,2
"1853","Kensington-Ocean Parkway",2014-07-01 05:00:00,2
"1854","Kensington-Ocean Parkway",2014-07-01 06:00:00,2
"1855","Kensington-Ocean Parkway",2014-07-01 07:00:00,2
"1856","Kensington-Ocean Parkway",2014-07-01 08:00:00,2
"1857","Kensington-Ocean Parkway",2014-07-01 09:00:00,2
"1858","Kensington-Ocean Parkway",2014-07-01 10:00:00,2
"1859","Kensington-Ocean Parkway",2014-07-01 11:00:00,2
"1860","Kensington-Ocean Parkway",2014-07-01 12:00:00,2
"1861","Kensington-Ocean Parkway",2014-07-01 13:00:00,2
"1862","Kensington-Ocean Parkway",2014-07-01 14:00:00,2
"1863","Kensington-Ocean Parkway",2014-07-01 15:00:00,2
"1864","Kensington-Ocean Parkway",2014-07-01 16:00:00,2
"1865","Kensington-Ocean Parkway",2014-07-01 17:00:00,2
"1866","Kensington-Ocean Parkway",2014-07-01 18:00:00,2
"1867","Kensington-Ocean Parkway",2014-07-01 19:00:00,2
"1868","Kensington-Ocean Parkway",2014-07-01 20:00:00,2
"1869","Kensington-Ocean Parkway",2014-07-01 21:00:00,2
"1870","Kensington-Ocean Parkway",2014-07-01 22:00:00,2
"1871","Kensington-Ocean Parkway",2014-07-01 23:00:00,2
"1872","Kensington-Ocean Parkway",2014-07-01 02:00:00,2
"1873","Kew Gardens",2014-07-01 00:00:00,2
"1874","Kew Gardens",2014-07-01 01:00:00,2
"1875","Kew Gardens",2014-07-01 03:00:00,2
"1876","Kew Gardens",2014-07-01 04:00:00,2
"1877","Kew Gardens",2014-07-01 05:00:00,2
"1878","Kew Gardens",2014-07-01 06:00:00,2
"1879","Kew Gardens",2014-07-01 07:00:00,2
"1880","Kew Gardens",2014-07-01 08:00:00,2
"1881","Kew Gardens",2014-07-01 09:00:00,2
"1882","Kew Gardens",2014-07-01 10:00:00,2
"1883","Kew Gardens",2014-07-01 11:00:00,2
"1884","Kew Gardens",2014-07-01 12:00:00,2
"1885","Kew Gardens",2014-07-01 13:00:00,2
"1886","Kew Gardens",2014-07-01 14:00:00,2
"1887","Kew Gardens",2014-07-01 15:00:00,2
"1888","Kew Gardens",2014-07-01 16:00:00,2
"1889","Kew Gardens",2014-07-01 17:00:00,2
"1890","Kew Gardens",2014-07-01 18:00:00,2
"1891","Kew Gardens",2014-07-01 19:00:00,2
"1892","Kew Gardens",2014-07-01 20:00:00,2
"1893","Kew Gardens",2014-07-01 21:00:00,2
"1894","Kew Gardens",2014-07-01 22:00:00,2
"1895","Kew Gardens",2014-07-01 23:00:00,2
"1896","Kew Gardens",2014-07-01 02:00:00,2
"1897","Kew Gardens Hills",2014-07-01 00:00:00,2
"1898","Kew Gardens Hills",2014-07-01 01:00:00,2
"1899","Kew Gardens Hills",2014-07-01 03:00:00,2
"1900","Kew Gardens Hills",2014-07-01 04:00:00,2
"1901","Kew Gardens Hills",2014-07-01 05:00:00,2
"1902","Kew Gardens Hills",2014-07-01 06:00:00,2
"1903","Kew Gardens Hills",2014-07-01 07:00:00,2
"1904","Kew Gardens Hills",2014-07-01 08:00:00,2
"1905","Kew Gardens Hills",2014-07-01 09:00:00,2
"1906","Kew Gardens Hills",2014-07-01 10:00:00,2
"1907","Kew Gardens Hills",2014-07-01 11:00:00,2
"1908","Kew Gardens Hills",2014-07-01 12:00:00,2
"1909","Kew Gardens Hills",2014-07-01 13:00:00,2
"1910","Kew Gardens Hills",2014-07-01 14:00:00,2
"1911","Kew Gardens Hills",2014-07-01 15:00:00,2
"1912","Kew Gardens Hills",2014-07-01 16:00:00,2
"1913","Kew Gardens Hills",2014-07-01 17:00:00,2
