"","zone","forcasttime","forcastcount"
"2016","Lower East Side",2014-07-01 02:00:00,6
"2017","Madison",2014-07-01 00:00:00,2
"2018","Madison",2014-07-01 01:00:00,2
"2019","Madison",2014-07-01 03:00:00,2
"2020","Madison",2014-07-01 04:00:00,2
"2021","Madison",2014-07-01 05:00:00,2
"2022","Madison",2014-07-01 06:00:00,2
"2023","Madison",2014-07-01 07:00:00,2
"2024","Madison",2014-07-01 08:00:00,2
"2025","Madison",2014-07-01 09:00:00,2
"2026","Madison",2014-07-01 10:00:00,2
"2027","Madison",2014-07-01 11:00:00,2
"2028","Madison",2014-07-01 12:00:00,2
"2029","Madison",2014-07-01 13:00:00,2
"2030","Madison",2014-07-01 14:00:00,2
"2031","Madison",2014-07-01 15:00:00,2
"2032","Madison",2014-07-01 16:00:00,2
"2033","Madison",2014-07-01 17:00:00,2
"2034","Madison",2014-07-01 18:00:00,2
"2035","Madison",2014-07-01 19:00:00,2
"2036","Madison",2014-07-01 20:00:00,2
"2037","Madison",2014-07-01 21:00:00,2
"2038","Madison",2014-07-01 22:00:00,2
"2039","Madison",2014-07-01 23:00:00,2
"2040","Madison",2014-07-01 02:00:00,2
"2041","Manhattanville",2014-07-01 00:00:00,2
"2042","Manhattanville",2014-07-01 01:00:00,2
"2043","Manhattanville",2014-07-01 03:00:00,2
"2044","Manhattanville",2014-07-01 04:00:00,2
"2045","Manhattanville",2014-07-01 05:00:00,2
"2046","Manhattanville",2014-07-01 06:00:00,2
"2047","Manhattanville",2014-07-01 07:00:00,2
"2048","Manhattanville",2014-07-01 08:00:00,2
"2049","Manhattanville",2014-07-01 09:00:00,2
"2050","Manhattanville",2014-07-01 10:00:00,2
"2051","Manhattanville",2014-07-01 11:00:00,2
"2052","Manhattanville",2014-07-01 12:00:00,2
"2053","Manhattanville",2014-07-01 13:00:00,2
"2054","Manhattanville",2014-07-01 14:00:00,2
"2055","Manhattanville",2014-07-01 15:00:00,2
"2056","Manhattanville",2014-07-01 16:00:00,2
"2057","Manhattanville",2014-07-01 17:00:00,2
"2058","Manhattanville",2014-07-01 18:00:00,2
"2059","Manhattanville",2014-07-01 19:00:00,2
"2060","Manhattanville",2014-07-01 20:00:00,2
"2061","Manhattanville",2014-07-01 21:00:00,2
"2062","Manhattanville",2014-07-01 22:00:00,2
"2063","Manhattanville",2014-07-01 23:00:00,2
"2064","Manhattanville",2014-07-01 02:00:00,2
"2065","Marble Hill-Inwood",2014-07-01 00:00:00,2
"2066","Marble Hill-Inwood",2014-07-01 01:00:00,2
"2067","Marble Hill-Inwood",2014-07-01 03:00:00,2
"2068","Marble Hill-Inwood",2014-07-01 04:00:00,2
"2069","Marble Hill-Inwood",2014-07-01 05:00:00,2
"2070","Marble Hill-Inwood",2014-07-01 06:00:00,2
"2071","Marble Hill-Inwood",2014-07-01 07:00:00,2
"2072","Marble Hill-Inwood",2014-07-01 08:00:00,2
"2073","Marble Hill-Inwood",2014-07-01 09:00:00,2
"2074","Marble Hill-Inwood",2014-07-01 10:00:00,2
"2075","Marble Hill-Inwood",2014-07-01 11:00:00,2
"2076","Marble Hill-Inwood",2014-07-01 12:00:00,2
"2077","Marble Hill-Inwood",2014-07-01 13:00:00,2
"2078","Marble Hill-Inwood",2014-07-01 14:00:00,2
"2079","Marble Hill-Inwood",2014-07-01 15:00:00,2
"2080","Marble Hill-Inwood",2014-07-01 16:00:00,2
"2081","Marble Hill-Inwood",2014-07-01 17:00:00,2
"2082","Marble Hill-Inwood",2014-07-01 18:00:00,2
"2083","Marble Hill-Inwood",2014-07-01 19:00:00,2
"2084","Marble Hill-Inwood",2014-07-01 20:00:00,2
"2085","Marble Hill-Inwood",2014-07-01 21:00:00,2
"2086","Marble Hill-Inwood",2014-07-01 22:00:00,2
"2087","Marble Hill-Inwood",2014-07-01 23:00:00,2
"2088","Marble Hill-Inwood",2014-07-01 02:00:00,2
"2089","Maspeth",2014-07-01 00:00:00,2
"2090","Maspeth",2014-07-01 01:00:00,2
"2091","Maspeth",2014-07-01 03:00:00,2
"2092","Maspeth",2014-07-01 04:00:00,2
"2093","Maspeth",2014-07-01 05:00:00,2
"2094","Maspeth",2014-07-01 06:00:00,2
"2095","Maspeth",2014-07-01 07:00:00,2
"2096","Maspeth",2014-07-01 08:00:00,2
"2097","Maspeth",2014-07-01 09:00:00,2
"2098","Maspeth",2014-07-01 10:00:00,2
"2099","Maspeth",2014-07-01 11:00:00,2
"2100","Maspeth",2014-07-01 12:00:00,2
"2101","Maspeth",2014-07-01 13:00:00,2
"2102","Maspeth",2014-07-01 14:00:00,2
"2103","Maspeth",2014-07-01 15:00:00,2
"2104","Maspeth",2014-07-01 16:00:00,2
"2105","Maspeth",2014-07-01 17:00:00,2
"2106","Maspeth",2014-07-01 18:00:00,2
"2107","Maspeth",2014-07-01 19:00:00,2
"2108","Maspeth",2014-07-01 20:00:00,2
"2109","Maspeth",2014-07-01 21:00:00,2
"2110","Maspeth",2014-07-01 22:00:00,2
"2111","Maspeth",2014-07-01 23:00:00,2
"2112","Maspeth",2014-07-01 02:00:00,2
"2113","Melrose South-Mott Haven North",2014-07-01 00:00:00,2
"2114","Melrose South-Mott Haven North",2014-07-01 01:00:00,2
"2115","Melrose South-Mott Haven North",2014-07-01 03:00:00,2
"2116","Melrose South-Mott Haven North",2014-07-01 04:00:00,2
"2117","Melrose South-Mott Haven North",2014-07-01 05:00:00,2
"2118","Melrose South-Mott Haven North",2014-07-01 06:00:00,2
"2119","Melrose South-Mott Haven North",2014-07-01 07:00:00,2
"2120","Melrose South-Mott Haven North",2014-07-01 08:00:00,2
"2121","Melrose South-Mott Haven North",2014-07-01 09:00:00,2
"2122","Melrose South-Mott Haven North",2014-07-01 10:00:00,2
"2123","Melrose South-Mott Haven North",2014-07-01 11:00:00,2
"2124","Melrose South-Mott Haven North",2014-07-01 12:00:00,2
"2125","Melrose South-Mott Haven North",2014-07-01 13:00:00,2
"2126","Melrose South-Mott Haven North",2014-07-01 14:00:00,2
"2127","Melrose South-Mott Haven North",2014-07-01 15:00:00,2
"2128","Melrose South-Mott Haven North",2014-07-01 16:00:00,2
"2129","Melrose South-Mott Haven North",2014-07-01 17:00:00,2
"2130","Melrose South-Mott Haven North",2014-07-01 18:00:00,2
"2131","Melrose South-Mott Haven North",2014-07-01 19:00:00,2
"2132","Melrose South-Mott Haven North",2014-07-01 20:00:00,2
"2133","Melrose South-Mott Haven North",2014-07-01 21:00:00,2
"2134","Melrose South-Mott Haven North",2014-07-01 22:00:00,2
"2135","Melrose South-Mott Haven North",2014-07-01 23:00:00,2
"2136","Melrose South-Mott Haven North",2014-07-01 02:00:00,2
"2137","Middle Village",2014-07-01 00:00:00,2
"2138","Middle Village",2014-07-01 01:00:00,2
"2139","Middle Village",2014-07-01 03:00:00,2
"2140","Middle Village",2014-07-01 04:00:00,2
"2141","Middle Village",2014-07-01 05:00:00,2
"2142","Middle Village",2014-07-01 06:00:00,2
"2143","Middle Village",2014-07-01 07:00:00,2
"2144","Middle Village",2014-07-01 08:00:00,2
"2145","Middle Village",2014-07-01 09:00:00,2
"2146","Middle Village",2014-07-01 10:00:00,2
"2147","Middle Village",2014-07-01 11:00:00,2
"2148","Middle Village",2014-07-01 12:00:00,2
"2149","Middle Village",2014-07-01 13:00:00,2
"2150","Middle Village",2014-07-01 14:00:00,2
"2151","Middle Village",2014-07-01 15:00:00,2
"2152","Middle Village",2014-07-01 16:00:00,2
"2153","Middle Village",2014-07-01 17:00:00,2
"2154","Middle Village",2014-07-01 18:00:00,2
"2155","Middle Village",2014-07-01 19:00:00,2
"2156","Middle Village",2014-07-01 20:00:00,2
"2157","Middle Village",2014-07-01 21:00:00,2
"2158","Middle Village",2014-07-01 22:00:00,2
"2159","Middle Village",2014-07-01 23:00:00,2
"2160","Middle Village",2014-07-01 02:00:00,2
"2161","Midtown-Midtown South",2014-07-01 00:00:00,31
"2162","Midtown-Midtown South",2014-07-01 01:00:00,39
"2163","Midtown-Midtown South",2014-07-01 03:00:00,16
"2164","Midtown-Midtown South",2014-07-01 04:00:00,24
"2165","Midtown-Midtown South",2014-07-01 05:00:00,26
"2166","Midtown-Midtown South",2014-07-01 06:00:00,34
"2167","Midtown-Midtown South",2014-07-01 07:00:00,61
"2168","Midtown-Midtown South",2014-07-01 08:00:00,111
"2169","Midtown-Midtown South",2014-07-01 09:00:00,98
"2170","Midtown-Midtown South",2014-07-01 10:00:00,128
"2171","Midtown-Midtown South",2014-07-01 11:00:00,152
"2172","Midtown-Midtown South",2014-07-01 12:00:00,128
"2173","Midtown-Midtown South",2014-07-01 13:00:00,166
"2174","Midtown-Midtown South",2014-07-01 14:00:00,187
"2175","Midtown-Midtown South",2014-07-01 15:00:00,316
"2176","Midtown-Midtown South",2014-07-01 16:00:00,288
"2177","Midtown-Midtown South",2014-07-01 17:00:00,292
"2178","Midtown-Midtown South",2014-07-01 18:00:00,480
"2179","Midtown-Midtown South",2014-07-01 19:00:00,212
"2180","Midtown-Midtown South",2014-07-01 20:00:00,253
"2181","Midtown-Midtown South",2014-07-01 21:00:00,313
"2182","Midtown-Midtown South",2014-07-01 22:00:00,156
"2183","Midtown-Midtown South",2014-07-01 23:00:00,59
"2184","Midtown-Midtown South",2014-07-01 02:00:00,25
"2185","Midwood",2014-07-01 00:00:00,2
"2186","Midwood",2014-07-01 01:00:00,2
"2187","Midwood",2014-07-01 03:00:00,2
"2188","Midwood",2014-07-01 04:00:00,2
"2189","Midwood",2014-07-01 05:00:00,2
"2190","Midwood",2014-07-01 06:00:00,2
"2191","Midwood",2014-07-01 07:00:00,2
"2192","Midwood",2014-07-01 08:00:00,2
"2193","Midwood",2014-07-01 09:00:00,2
"2194","Midwood",2014-07-01 10:00:00,2
"2195","Midwood",2014-07-01 11:00:00,2
"2196","Midwood",2014-07-01 12:00:00,2
"2197","Midwood",2014-07-01 13:00:00,2
"2198","Midwood",2014-07-01 14:00:00,2
"2199","Midwood",2014-07-01 15:00:00,2
"2200","Midwood",2014-07-01 16:00:00,2
"2201","Midwood",2014-07-01 17:00:00,2
"2202","Midwood",2014-07-01 18:00:00,2
"2203","Midwood",2014-07-01 19:00:00,2
"2204","Midwood",2014-07-01 20:00:00,2
"2205","Midwood",2014-07-01 21:00:00,2
"2206","Midwood",2014-07-01 22:00:00,2
"2207","Midwood",2014-07-01 23:00:00,2
"2208","Midwood",2014-07-01 02:00:00,2
"2209","Morningside Heights",2014-07-01 00:00:00,4
"2210","Morningside Heights",2014-07-01 01:00:00,4
"2211","Morningside Heights",2014-07-01 03:00:00,4
"2212","Morningside Heights",2014-07-01 04:00:00,4
"2213","Morningside Heights",2014-07-01 05:00:00,4
"2214","Morningside Heights",2014-07-01 06:00:00,4
"2215","Morningside Heights",2014-07-01 07:00:00,4
"2216","Morningside Heights",2014-07-01 08:00:00,4
"2217","Morningside Heights",2014-07-01 09:00:00,4
"2218","Morningside Heights",2014-07-01 10:00:00,4
"2219","Morningside Heights",2014-07-01 11:00:00,4
"2220","Morningside Heights",2014-07-01 12:00:00,4
"2221","Morningside Heights",2014-07-01 13:00:00,4
"2222","Morningside Heights",2014-07-01 14:00:00,4
"2223","Morningside Heights",2014-07-01 15:00:00,5
"2224","Morningside Heights",2014-07-01 16:00:00,4
"2225","Morningside Heights",2014-07-01 17:00:00,4
"2226","Morningside Heights",2014-07-01 18:00:00,4
"2227","Morningside Heights",2014-07-01 19:00:00,4
"2228","Morningside Heights",2014-07-01 20:00:00,4
"2229","Morningside Heights",2014-07-01 21:00:00,4
"2230","Morningside Heights",2014-07-01 22:00:00,4
"2231","Morningside Heights",2014-07-01 23:00:00,4
"2232","Morningside Heights",2014-07-01 02:00:00,4
"2233","Morrisania-Melrose",2014-07-01 00:00:00,2
"2234","Morrisania-Melrose",2014-07-01 01:00:00,2
"2235","Morrisania-Melrose",2014-07-01 03:00:00,2
"2236","Morrisania-Melrose",2014-07-01 04:00:00,2
"2237","Morrisania-Melrose",2014-07-01 05:00:00,2
"2238","Morrisania-Melrose",2014-07-01 06:00:00,2
"2239","Morrisania-Melrose",2014-07-01 07:00:00,2
"2240","Morrisania-Melrose",2014-07-01 08:00:00,2
"2241","Morrisania-Melrose",2014-07-01 09:00:00,2
"2242","Morrisania-Melrose",2014-07-01 10:00:00,2
"2243","Morrisania-Melrose",2014-07-01 11:00:00,2
"2244","Morrisania-Melrose",2014-07-01 12:00:00,2
"2245","Morrisania-Melrose",2014-07-01 13:00:00,2
"2246","Morrisania-Melrose",2014-07-01 14:00:00,2
"2247","Morrisania-Melrose",2014-07-01 15:00:00,2
"2248","Morrisania-Melrose",2014-07-01 16:00:00,2
"2249","Morrisania-Melrose",2014-07-01 17:00:00,2
"2250","Morrisania-Melrose",2014-07-01 18:00:00,2
"2251","Morrisania-Melrose",2014-07-01 19:00:00,2
"2252","Morrisania-Melrose",2014-07-01 20:00:00,2
"2253","Morrisania-Melrose",2014-07-01 21:00:00,2
"2254","Morrisania-Melrose",2014-07-01 22:00:00,2
"2255","Morrisania-Melrose",2014-07-01 23:00:00,2
"2256","Morrisania-Melrose",2014-07-01 02:00:00,2
"2257","Mott Haven-Port Morris",2014-07-01 00:00:00,2
"2258","Mott Haven-Port Morris",2014-07-01 01:00:00,2
"2259","Mott Haven-Port Morris",2014-07-01 03:00:00,2
"2260","Mott Haven-Port Morris",2014-07-01 04:00:00,2
"2261","Mott Haven-Port Morris",2014-07-01 05:00:00,2
"2262","Mott Haven-Port Morris",2014-07-01 06:00:00,2
"2263","Mott Haven-Port Morris",2014-07-01 07:00:00,2
"2264","Mott Haven-Port Morris",2014-07-01 08:00:00,2
"2265","Mott Haven-Port Morris",2014-07-01 09:00:00,2
"2266","Mott Haven-Port Morris",2014-07-01 10:00:00,2
"2267","Mott Haven-Port Morris",2014-07-01 11:00:00,2
"2268","Mott Haven-Port Morris",2014-07-01 12:00:00,2
"2269","Mott Haven-Port Morris",2014-07-01 13:00:00,2
"2270","Mott Haven-Port Morris",2014-07-01 14:00:00,2
"2271","Mott Haven-Port Morris",2014-07-01 15:00:00,2
"2272","Mott Haven-Port Morris",2014-07-01 16:00:00,2
"2273","Mott Haven-Port Morris",2014-07-01 17:00:00,2
"2274","Mott Haven-Port Morris",2014-07-01 18:00:00,2
"2275","Mott Haven-Port Morris",2014-07-01 19:00:00,2
"2276","Mott Haven-Port Morris",2014-07-01 20:00:00,2
"2277","Mott Haven-Port Morris",2014-07-01 21:00:00,2
"2278","Mott Haven-Port Morris",2014-07-01 22:00:00,2
"2279","Mott Haven-Port Morris",2014-07-01 23:00:00,2
"2280","Mott Haven-Port Morris",2014-07-01 02:00:00,2
"2281","Mount Hope",2014-07-01 00:00:00,2
"2282","Mount Hope",2014-07-01 01:00:00,2
"2283","Mount Hope",2014-07-01 03:00:00,2
"2284","Mount Hope",2014-07-01 04:00:00,2
"2285","Mount Hope",2014-07-01 05:00:00,2
"2286","Mount Hope",2014-07-01 06:00:00,2
"2287","Mount Hope",2014-07-01 07:00:00,2
"2288","Mount Hope",2014-07-01 08:00:00,2
"2289","Mount Hope",2014-07-01 09:00:00,2
"2290","Mount Hope",2014-07-01 10:00:00,2
"2291","Mount Hope",2014-07-01 11:00:00,2
"2292","Mount Hope",2014-07-01 12:00:00,2
"2293","Mount Hope",2014-07-01 13:00:00,2
"2294","Mount Hope",2014-07-01 14:00:00,2
"2295","Mount Hope",2014-07-01 15:00:00,2
"2296","Mount Hope",2014-07-01 16:00:00,2
"2297","Mount Hope",2014-07-01 17:00:00,2
"2298","Mount Hope",2014-07-01 18:00:00,2
"2299","Mount Hope",2014-07-01 19:00:00,2
"2300","Mount Hope",2014-07-01 20:00:00,2
"2301","Mount Hope",2014-07-01 21:00:00,2
"2302","Mount Hope",2014-07-01 22:00:00,2
"2303","Mount Hope",2014-07-01 23:00:00,2
"2304","Mount Hope",2014-07-01 02:00:00,2
"2305","Murray Hill",2014-07-01 00:00:00,2
"2306","Murray Hill",2014-07-01 01:00:00,2
"2307","Murray Hill",2014-07-01 03:00:00,2
"2308","Murray Hill",2014-07-01 04:00:00,2
"2309","Murray Hill",2014-07-01 05:00:00,2
"2310","Murray Hill",2014-07-01 06:00:00,2
"2311","Murray Hill",2014-07-01 07:00:00,2
"2312","Murray Hill",2014-07-01 08:00:00,2
"2313","Murray Hill",2014-07-01 09:00:00,2
"2314","Murray Hill",2014-07-01 10:00:00,2
"2315","Murray Hill",2014-07-01 11:00:00,2
"2316","Murray Hill",2014-07-01 12:00:00,2
"2317","Murray Hill",2014-07-01 13:00:00,2
"2318","Murray Hill",2014-07-01 14:00:00,2
"2319","Murray Hill",2014-07-01 15:00:00,2
"2320","Murray Hill",2014-07-01 16:00:00,2
"2321","Murray Hill",2014-07-01 17:00:00,2
"2322","Murray Hill",2014-07-01 18:00:00,2
"2323","Murray Hill",2014-07-01 19:00:00,2
"2324","Murray Hill",2014-07-01 20:00:00,2
"2325","Murray Hill",2014-07-01 21:00:00,2
"2326","Murray Hill",2014-07-01 22:00:00,2
"2327","Murray Hill",2014-07-01 23:00:00,2
"2328","Murray Hill",2014-07-01 02:00:00,2
"2329","Murray Hill-Kips Bay",2014-07-01 00:00:00,6
"2330","Murray Hill-Kips Bay",2014-07-01 01:00:00,6
"2331","Murray Hill-Kips Bay",2014-07-01 03:00:00,7
"2332","Murray Hill-Kips Bay",2014-07-01 04:00:00,8
"2333","Murray Hill-Kips Bay",2014-07-01 05:00:00,12
"2334","Murray Hill-Kips Bay",2014-07-01 06:00:00,15
"2335","Murray Hill-Kips Bay",2014-07-01 07:00:00,26
"2336","Murray Hill-Kips Bay",2014-07-01 08:00:00,42
"2337","Murray Hill-Kips Bay",2014-07-01 09:00:00,43
"2338","Murray Hill-Kips Bay",2014-07-01 10:00:00,32
"2339","Murray Hill-Kips Bay",2014-07-01 11:00:00,24
"2340","Murray Hill-Kips Bay",2014-07-01 12:00:00,24
"2341","Murray Hill-Kips Bay",2014-07-01 13:00:00,30
"2342","Murray Hill-Kips Bay",2014-07-01 14:00:00,25
"2343","Murray Hill-Kips Bay",2014-07-01 15:00:00,41
"2344","Murray Hill-Kips Bay",2014-07-01 16:00:00,40
"2345","Murray Hill-Kips Bay",2014-07-01 17:00:00,44
"2346","Murray Hill-Kips Bay",2014-07-01 18:00:00,78
"2347","Murray Hill-Kips Bay",2014-07-01 19:00:00,48
"2348","Murray Hill-Kips Bay",2014-07-01 20:00:00,38
"2349","Murray Hill-Kips Bay",2014-07-01 21:00:00,28
"2350","Murray Hill-Kips Bay",2014-07-01 22:00:00,24
"2351","Murray Hill-Kips Bay",2014-07-01 23:00:00,16
"2352","Murray Hill-Kips Bay",2014-07-01 02:00:00,6
"2353","North Corona",2014-07-01 00:00:00,2
"2354","North Corona",2014-07-01 01:00:00,2
"2355","North Corona",2014-07-01 03:00:00,2
"2356","North Corona",2014-07-01 04:00:00,2
"2357","North Corona",2014-07-01 05:00:00,2
"2358","North Corona",2014-07-01 06:00:00,2
"2359","North Corona",2014-07-01 07:00:00,2
"2360","North Corona",2014-07-01 08:00:00,2
"2361","North Corona",2014-07-01 09:00:00,2
"2362","North Corona",2014-07-01 10:00:00,2
"2363","North Corona",2014-07-01 11:00:00,2
"2364","North Corona",2014-07-01 12:00:00,2
"2365","North Corona",2014-07-01 13:00:00,2
"2366","North Corona",2014-07-01 14:00:00,2
"2367","North Corona",2014-07-01 15:00:00,2
"2368","North Corona",2014-07-01 16:00:00,2
"2369","North Corona",2014-07-01 17:00:00,2
"2370","North Corona",2014-07-01 18:00:00,2
"2371","North Corona",2014-07-01 19:00:00,2
"2372","North Corona",2014-07-01 20:00:00,2
"2373","North Corona",2014-07-01 21:00:00,2
"2374","North Corona",2014-07-01 22:00:00,2
"2375","North Corona",2014-07-01 23:00:00,2
"2376","North Corona",2014-07-01 02:00:00,2
"2377","North Riverdale-Fieldston-Riverdale",2014-07-01 00:00:00,2
"2378","North Riverdale-Fieldston-Riverdale",2014-07-01 01:00:00,2
"2379","North Riverdale-Fieldston-Riverdale",2014-07-01 03:00:00,2
"2380","North Riverdale-Fieldston-Riverdale",2014-07-01 04:00:00,2
"2381","North Riverdale-Fieldston-Riverdale",2014-07-01 05:00:00,2
"2382","North Riverdale-Fieldston-Riverdale",2014-07-01 06:00:00,2
"2383","North Riverdale-Fieldston-Riverdale",2014-07-01 07:00:00,2
"2384","North Riverdale-Fieldston-Riverdale",2014-07-01 08:00:00,2
"2385","North Riverdale-Fieldston-Riverdale",2014-07-01 09:00:00,2
"2386","North Riverdale-Fieldston-Riverdale",2014-07-01 10:00:00,2
"2387","North Riverdale-Fieldston-Riverdale",2014-07-01 11:00:00,2
"2388","North Riverdale-Fieldston-Riverdale",2014-07-01 12:00:00,2
"2389","North Riverdale-Fieldston-Riverdale",2014-07-01 13:00:00,2
"2390","North Riverdale-Fieldston-Riverdale",2014-07-01 14:00:00,2
"2391","North Riverdale-Fieldston-Riverdale",2014-07-01 15:00:00,2
"2392","North Riverdale-Fieldston-Riverdale",2014-07-01 16:00:00,2
"2393","North Riverdale-Fieldston-Riverdale",2014-07-01 17:00:00,2
"2394","North Riverdale-Fieldston-Riverdale",2014-07-01 18:00:00,2
"2395","North Riverdale-Fieldston-Riverdale",2014-07-01 19:00:00,2
"2396","North Riverdale-Fieldston-Riverdale",2014-07-01 20:00:00,2
"2397","North Riverdale-Fieldston-Riverdale",2014-07-01 21:00:00,2
"2398","North Riverdale-Fieldston-Riverdale",2014-07-01 22:00:00,2
"2399","North Riverdale-Fieldston-Riverdale",2014-07-01 23:00:00,2
"2400","North Riverdale-Fieldston-Riverdale",2014-07-01 02:00:00,2
"2401","North Side-South Side",2014-07-01 00:00:00,14
"2402","North Side-South Side",2014-07-01 01:00:00,7
"2403","North Side-South Side",2014-07-01 03:00:00,6
"2404","North Side-South Side",2014-07-01 04:00:00,8
"2405","North Side-South Side",2014-07-01 05:00:00,9
"2406","North Side-South Side",2014-07-01 06:00:00,13
"2407","North Side-South Side",2014-07-01 07:00:00,24
"2408","North Side-South Side",2014-07-01 08:00:00,33
"2409","North Side-South Side",2014-07-01 09:00:00,25
"2410","North Side-South Side",2014-07-01 10:00:00,23
"2411","North Side-South Side",2014-07-01 11:00:00,11
"2412","North Side-South Side",2014-07-01 12:00:00,19
"2413","North Side-South Side",2014-07-01 13:00:00,18
"2414","North Side-South Side",2014-07-01 14:00:00,19
"2415","North Side-South Side",2014-07-01 15:00:00,18
"2416","North Side-South Side",2014-07-01 16:00:00,15
"2417","North Side-South Side",2014-07-01 17:00:00,11
"2418","North Side-South Side",2014-07-01 18:00:00,19
"2419","North Side-South Side",2014-07-01 19:00:00,24
"2420","North Side-South Side",2014-07-01 20:00:00,19
"2421","North Side-South Side",2014-07-01 21:00:00,24
"2422","North Side-South Side",2014-07-01 22:00:00,24
"2423","North Side-South Side",2014-07-01 23:00:00,27
"2424","North Side-South Side",2014-07-01 02:00:00,8
"2425","Norwood",2014-07-01 00:00:00,2
"2426","Norwood",2014-07-01 01:00:00,2
"2427","Norwood",2014-07-01 03:00:00,2
"2428","Norwood",2014-07-01 04:00:00,2
"2429","Norwood",2014-07-01 05:00:00,2
"2430","Norwood",2014-07-01 06:00:00,2
"2431","Norwood",2014-07-01 07:00:00,2
"2432","Norwood",2014-07-01 08:00:00,2
"2433","Norwood",2014-07-01 09:00:00,2
"2434","Norwood",2014-07-01 10:00:00,2
"2435","Norwood",2014-07-01 11:00:00,2
"2436","Norwood",2014-07-01 12:00:00,2
"2437","Norwood",2014-07-01 13:00:00,2
"2438","Norwood",2014-07-01 14:00:00,2
"2439","Norwood",2014-07-01 15:00:00,2
"2440","Norwood",2014-07-01 16:00:00,2
"2441","Norwood",2014-07-01 17:00:00,2
"2442","Norwood",2014-07-01 18:00:00,2
"2443","Norwood",2014-07-01 19:00:00,2
"2444","Norwood",2014-07-01 20:00:00,2
"2445","Norwood",2014-07-01 21:00:00,2
"2446","Norwood",2014-07-01 22:00:00,2
"2447","Norwood",2014-07-01 23:00:00,2
"2448","Norwood",2014-07-01 02:00:00,2
"2449","Oakland Gardens",2014-07-01 00:00:00,2
"2450","Oakland Gardens",2014-07-01 01:00:00,2
"2451","Oakland Gardens",2014-07-01 03:00:00,2
"2452","Oakland Gardens",2014-07-01 04:00:00,2
"2453","Oakland Gardens",2014-07-01 05:00:00,2
"2454","Oakland Gardens",2014-07-01 06:00:00,2
"2455","Oakland Gardens",2014-07-01 07:00:00,2
"2456","Oakland Gardens",2014-07-01 08:00:00,2
"2457","Oakland Gardens",2014-07-01 09:00:00,2
"2458","Oakland Gardens",2014-07-01 10:00:00,2
"2459","Oakland Gardens",2014-07-01 11:00:00,2
"2460","Oakland Gardens",2014-07-01 12:00:00,2
"2461","Oakland Gardens",2014-07-01 13:00:00,2
"2462","Oakland Gardens",2014-07-01 14:00:00,2
"2463","Oakland Gardens",2014-07-01 15:00:00,2
"2464","Oakland Gardens",2014-07-01 16:00:00,2
"2465","Oakland Gardens",2014-07-01 17:00:00,2
"2466","Oakland Gardens",2014-07-01 18:00:00,2
"2467","Oakland Gardens",2014-07-01 19:00:00,2
"2468","Oakland Gardens",2014-07-01 20:00:00,2
"2469","Oakland Gardens",2014-07-01 21:00:00,2
"2470","Oakland Gardens",2014-07-01 22:00:00,2
"2471","Oakland Gardens",2014-07-01 23:00:00,2
"2472","Oakland Gardens",2014-07-01 02:00:00,2
"2473","Ocean Hill",2014-07-01 00:00:00,2
"2474","Ocean Hill",2014-07-01 01:00:00,2
"2475","Ocean Hill",2014-07-01 03:00:00,2
"2476","Ocean Hill",2014-07-01 04:00:00,2
"2477","Ocean Hill",2014-07-01 05:00:00,2
"2478","Ocean Hill",2014-07-01 06:00:00,2
"2479","Ocean Hill",2014-07-01 07:00:00,2
"2480","Ocean Hill",2014-07-01 08:00:00,2
"2481","Ocean Hill",2014-07-01 09:00:00,2
"2482","Ocean Hill",2014-07-01 10:00:00,2
"2483","Ocean Hill",2014-07-01 11:00:00,2
"2484","Ocean Hill",2014-07-01 12:00:00,2
"2485","Ocean Hill",2014-07-01 13:00:00,2
"2486","Ocean Hill",2014-07-01 14:00:00,2
"2487","Ocean Hill",2014-07-01 15:00:00,2
"2488","Ocean Hill",2014-07-01 16:00:00,2
"2489","Ocean Hill",2014-07-01 17:00:00,2
"2490","Ocean Hill",2014-07-01 18:00:00,2
"2491","Ocean Hill",2014-07-01 19:00:00,2
"2492","Ocean Hill",2014-07-01 20:00:00,2
"2493","Ocean Hill",2014-07-01 21:00:00,2
"2494","Ocean Hill",2014-07-01 22:00:00,2
"2495","Ocean Hill",2014-07-01 23:00:00,2
"2496","Ocean Hill",2014-07-01 02:00:00,2
"2497","Ocean Parkway South",2014-07-01 00:00:00,2
"2498","Ocean Parkway South",2014-07-01 01:00:00,2
"2499","Ocean Parkway South",2014-07-01 03:00:00,2
"2500","Ocean Parkway South",2014-07-01 04:00:00,2
"2501","Ocean Parkway South",2014-07-01 05:00:00,2
"2502","Ocean Parkway South",2014-07-01 06:00:00,2
"2503","Ocean Parkway South",2014-07-01 07:00:00,2
"2504","Ocean Parkway South",2014-07-01 08:00:00,2
"2505","Ocean Parkway South",2014-07-01 09:00:00,2
"2506","Ocean Parkway South",2014-07-01 10:00:00,2
"2507","Ocean Parkway South",2014-07-01 11:00:00,2
"2508","Ocean Parkway South",2014-07-01 12:00:00,2
"2509","Ocean Parkway South",2014-07-01 13:00:00,2
"2510","Ocean Parkway South",2014-07-01 14:00:00,2
"2511","Ocean Parkway South",2014-07-01 15:00:00,2
"2512","Ocean Parkway South",2014-07-01 16:00:00,2
"2513","Ocean Parkway South",2014-07-01 17:00:00,2
"2514","Ocean Parkway South",2014-07-01 18:00:00,2
